state,company,city,notice_date,layoff_date,employees_affected,closure_type,notes,NOTICE_DATE,JOB_SITE_NAME,COUNTY_NAME,WDA_NAME,TOTAL_LAYOFF_NUMBER,LayOff_Date,WFDD_RECEIVED_DATE,CITY_NAME
Texas,,,,,,,,03/30/2020,Sport Clips - Frontage Rd.,Travis,Capital Area WDA,13.0,03/28/2020,04/13/2020,Austin
Texas,,,,,,,,03/30/2020,Sport Clips - Shops Pkwy,Travis,Capital Area WDA,13.0,03/28/2020,04/13/2020,Austin
Texas,,,,,,,,03/30/2020,Sport Clips - S. IH-35 Round Rock,Williamson,Rural Capital WDA,6.0,03/28/2020,04/13/2020,Round Rock
Texas,,,,,,,,03/30/2020,Sport Clips - Walton Way,Williamson,Rural Capital WDA,8.0,03/28/2020,04/13/2020,Cedar Park
Texas,,,,,,,,03/30/2020,Veritas Shop Fabrication,Smith,East Texas WDA,67.0,03/26/2020,03/30/2020,Whitehouse
Texas,,,,,,,,03/30/2020,Holiday Inn Army Hotels,Bexar,Alamo WDA,61.0,04/17/2020,03/30/2020,San Antonio
Texas,,,,,,,,03/30/2020,Sport Clips - Palm Valley,Williamson,Rural Capital WDA,8.0,03/28/2020,04/13/2020,Round Rock
Texas,,,,,,,,03/30/2020,Sport Clips - University Oaks,Williamson,Rural Capital WDA,9.0,03/28/2020,04/13/2020,Round Rock
Texas,,,,,,,,03/30/2020,Sport Clips - Whitestone Blvd,Williamson,Rural Capital WDA,10.0,03/28/2020,04/13/2020,Cedar Park
Texas,,,,,,,,03/30/2020,Sport Clips - Kyle Parkway,Hays,Rural Capital WDA,12.0,03/28/2020,04/13/2020,Kyle
Texas,,,,,,,,03/30/2020,Sports Clips - San Antonio Rd,Hays,Rural Capital WDA,7.0,03/28/2020,04/13/2020,Buda
Texas,,,,,,,,03/30/2020,Double Tree by Hilton Hotel,Travis,Capital Area WDA,63.0,03/13/2020,04/06/2020,Austin
Texas,,,,,,,,03/30/2020,Sport Clips - Agnes St.,Bastrop,Rural Capital WDA,11.0,03/28/2020,04/13/2020,Bastrop
Texas,,,,,,,,03/30/2020,Sport Clips - Rivery Blvd.,Williamson,Rural Capital WDA,17.0,03/28/2020,04/13/2020,Georgetown
Texas,,,,,,,,03/30/2020,Drive Time - Houston,Fort Bend,Gulf Coast WDA,61.0,03/30/2020,04/27/2020,Houston
Texas,,,,,,,,03/30/2020,Hilton Houston Westchase,Harris,Gulf Coast WDA,50.0,03/27/2020,04/07/2020,Houston
Texas,,,,,,,,03/30/2020,IKO Southwest LLC,Hill,Heart of Texas WDA,31.0,03/30/2020,04/27/2020,Hillsboro
Texas,,,,,,,,03/30/2020,"EMI Industries, LLC",Tarrant,Tarrant County WDA,30.0,03/30/1930,04/08/2020,Arlington
Texas,,,,,,,,03/30/2020,Sport Clips - N. Mopac,Travis,Capital Area WDA,12.0,03/28/2020,04/13/2020,Austin
Texas,,,,,,,,03/30/2020,Sport clips - Bee Caves,Travis,Capital Area WDA,6.0,03/28/2020,04/13/2020,Austin
Texas,,,,,,,,03/30/2020,Sport Clips - Lakeline,Travis,Capital Area WDA,9.0,03/28/2020,04/13/2020,Austin
Texas,,,,,,,,03/30/2020,Sport Clips - Hwy. 290,Travis,Capital Area WDA,13.0,03/28/2020,04/13/2020,Austin
Texas,,,,,,,,03/29/2020,Suitssupply-Dallas,Dallas,Dallas County WDA,19.0,03/29/2020,04/15/2020,Dallas
Texas,,,,,,,,03/29/2020,Suitsupply-Austin,Travis,Capital Area WDA,7.0,03/29/2020,04/15/2020,Austin
Texas,,,,,,,,03/28/2020,Ahern Rentals-El Paso,El Paso,Borderplexjobs WDA,1.0,03/30/2020,04/20/2020,El Paso
Texas,,,,,,,,03/28/2020,Ahern Rentals-Corpus Christi.,Nueces,Coastal Bend WDA,1.0,03/30/2020,04/20/2020,Corpus Ch
Texas,,,,,,,,03/28/2020,Ahern Rentals-Irving,Dallas,Dallas County WDA,12.0,03/30/2020,04/20/2020,Irving
Texas,,,,,,,,03/28/2020,Ahern Rentals-Lubbock,Lubbock,South Plains WDA,1.0,03/30/2020,04/20/2020,Lubbock
Texas,,,,,,,,03/28/2020,Ahern Rentals-Houston,Harris,Gulf Coast WDA,12.0,03/30/2020,04/20/2020,Houston
Texas,,,,,,,,03/28/2020,Ahern Rentals-Ft Worth,Tarrant,Tarrant County WDA,3.0,03/30/2020,04/20/2020,Fort Worth
Texas,,,,,,,,03/28/2020,Ahern Rentals-San Antonio,Bexar,Alamo WDA,2.0,03/30/2020,04/20/2020,San Antonio
Texas,,,,,,,,03/27/2020,Paper Source-N. Lamar,Travis,Capital Area WDA,12.0,03/29/2020,04/10/2020,Austin
Texas,,,,,,,,03/27/2020,Down on Grayson,Bexar,Alamo WDA,75.0,03/18/2020,03/31/2020,San Antonio
Texas,,,,,,,,03/27/2020,DriveTime Automotive-Houston,Harris,Gulf Coast WDA,61.0,03/30/2020,04/30/2020,Houston
Texas,,,,,,,,03/27/2020,Westin Stonbriar Hotel,Collin,North Central Texas WDA,123.0,03/20/2020,03/30/2020,Frisco
Texas,,,,,,,,03/27/2020,Paper Source-Southlake,Denton,Tarrant County WDA,6.0,03/29/2020,04/08/2020,Southlake
Texas,,,,,,,,03/27/2020,"Charbonneau Industries, Inc.",Harris,Gulf Coast WDA,60.0,04/10/2020,04/14/2020,Houston
Texas,,,,,,,,03/27/2020,Paper Source-Palm Way,Travis,Capital Area WDA,10.0,03/29/2020,04/10/2020,Austin
Texas,,,,,,,,03/27/2020,Charbonneau Ind.-Warehouse,Harris,Gulf Coast WDA,20.0,04/10/2020,04/14/2020,Houston
Texas,,,,,,,,03/27/2020,Trico Products,Cameron,Cameron County WDA,212.0,03/30/2020,03/30/2020,Brownsville
Texas,,,,,,,,03/27/2020,Paper Source,Dallas,Dallas County WDA,11.0,03/29/2020,04/01/2020,Dallas
Texas,,,,,,,,03/27/2020,Pinnacle Logistics,Dallas,Dallas County WDA,134.0,03/28/2020,03/30/2020,Dallas
Texas,,,,,,,,03/27/2020,Dorman Milano Hat Co.,Dallas,Dallas County WDA,20.0,03/31/2020,04/01/2020,Dallas
Texas,,,,,,,,03/27/2020,Paper Source-Cole Ave,Dallas,Dallas County WDA,10.0,03/29/2020,04/01/2020,Dallas
Texas,,,,,,,,03/27/2020,Paper Source-Town and Country,Harris,Gulf Coast WDA,10.0,03/29/2020,04/13/2020,Houston
Texas,,,,,,,,03/27/2020,Paper Source-Plano,Collin,North Central Texas WDA,8.0,03/29/2020,04/08/2020,Plano
Texas,,,,,,,,03/27/2020,Rosewood Mansion,Dallas,Dallas County WDA,1.0,03/27/2020,04/30/2020,Dallas
Texas,,,,,,,,03/27/2020,Paper Source-Westheimer,Harris,Gulf Coast WDA,17.0,03/29/2020,04/13/2020,Houston
Texas,,,,,,,,03/27/2020,"Compeat, Inc.",Travis,Capital Area WDA,56.0,03/31/2020,04/14/2020,Austin
Texas,,,,,,,,03/26/2020,Pappasito's 24,Tarrant,Tarrant County WDA,42.0,03/16/2020,04/10/2020,Dallas
Texas,,,,,,,,03/26/2020,Pappasito's 01,Harris,Gulf Coast WDA,86.0,03/16/2020,04/14/2020,Houston
Texas,,,,,,,,03/26/2020,Pappadeaux Seafood Kitchen 34,Hidalgo,Lower Rio Grande Valley WDA,201.0,03/25/2020,04/13/2020,Pharr
Texas,,,,,,,,03/26/2020,Pappas Delta Blues,Collin,North Central Texas WDA,75.0,03/21/2020,04/13/2020,Plano
Texas,,,,,,,,03/26/2020,Pappadeaux Seafood Kitchen 35,Tarrant,Tarrant County WDA,88.0,03/19/2020,04/10/2020,Dallas
Texas,,,,,,,,03/26/2020,Pappadeaux Seafood Kitchen 42,Tarrant,Tarrant County WDA,113.0,03/16/2020,04/10/2020,Dallas
Texas,,,,,,,,03/26/2020,Pappasito's 02,Harris,Gulf Coast WDA,106.0,03/26/2020,04/14/2020,Houston
Texas,,,,,,,,03/26/2020,Tinseltown USA El Paso,El Paso,Borderplexjobs WDA,108.0,03/26/2020,05/04/2020,El Paso
Texas,,,,,,,,03/26/2020,Pappas Bar-B-Q 24,Dallas,Dallas County WDA,62.0,03/16/2020,04/10/2020,Duncanville
Texas,,,,,,,,03/26/2020,Cinemark 12 Pearland,Brazoria,Gulf Coast WDA,37.0,03/26/2020,04/28/2020,Pearland
Texas,,,,,,,,03/26/2020,Pappasito's 10,Harris,Gulf Coast WDA,169.0,03/16/2020,04/14/2020,Houston
Texas,,,,,,,,03/26/2020,Pappasito's 12,Harris,Gulf Coast WDA,128.0,03/16/2020,04/14/2020,Houston
Texas,,,,,,,,03/26/2020,Pappas Catering Dallas,Dallas,Dallas County WDA,11.0,03/24/2020,04/10/2020,Richardson
Texas,,,,,,,,03/26/2020,Spitzer Industries-Brookshire,Waller,Gulf Coast WDA,53.0,03/26/2020,04/13/2020,Brookshire
Texas,,,,,,,,03/26/2020,Pappasito's 06,Harris,Gulf Coast WDA,150.0,03/16/2020,04/14/2020,Humble
Texas,,,,,,,,03/26/2020,Pappadeaux Seafood Kitchen 03,Travis,Capital Area WDA,125.0,03/22/2020,04/08/2020,Austin
Texas,,,,,,,,03/26/2020,The Pearl South Padre,Cameron,Cameron County WDA,105.0,03/27/2020,04/01/2020,South Padre Is.
Texas,,,,,,,,03/26/2020,Tinseltown Movies 17,Tarrant,Tarrant County WDA,70.0,03/26/2020,05/04/2020,Grapevine
Texas,,,,,,,,03/26/2020,Pappas Bar-B-Q 05,Dallas,Dallas County WDA,35.0,03/16/2020,04/10/2020,Dallas
Texas,,,,,,,,03/26/2020,Pappasito's 20,Tarrant,Tarrant County WDA,91.0,03/16/2020,04/10/2020,Dallas
Texas,,,,,,,,03/26/2020,Pappas Bros. Steakhouse 2,Dallas,Dallas County WDA,101.0,03/19/2020,04/10/2020,Dallas
Texas,,,,,,,,03/26/2020,Pappasito's 07,Harris,Gulf Coast WDA,95.0,03/16/2020,04/14/2020,Houston
Texas,,,,,,,,03/26/2020,Pappasito's 08,Harris,Gulf Coast WDA,151.0,03/16/2020,04/14/2020,Houston
Texas,,,,,,,,03/26/2020,Cinemark 12 Sherman,Grayson,Texoma WDA,39.0,03/26/2020,05/04/2020,Sherman
Texas,,,,,,,,03/26/2020,Little Pappasito's,Harris,Gulf Coast WDA,109.0,03/16/2020,04/14/2020,Houston
Texas,,,,,,,,03/26/2020,Century 12 Abilene,Jones,West Central WDA,23.0,03/26/2020,05/04/2020,Abilene
Texas,,,,,,,,03/26/2020,Pappasito's 15,Tarrant,Tarrant County WDA,136.0,04/17/2020,04/13/2020,Ft. Worth
Texas,,,,,,,,03/26/2020,Pappadeaux Seafood Kitchen 27,Montgomery,Gulf Coast WDA,186.0,03/26/2020,04/13/2020,Shenandoah
Texas,,,,,,,,03/26/2020,Pappadeaux Seafood Kitchen 22,Harris,Gulf Coast WDA,99.0,03/22/2020,04/13/2020,Houston
Texas,,,,,,,,03/26/2020,Pappadeaux Seafood Kitchen 10,Harris,Gulf Coast WDA,167.0,03/16/2020,04/13/2020,Houston
Texas,,,,,,,,03/26/2020,Pappadeaux Seafood Kitchen 11,Dallas,Dallas County WDA,165.0,03/21/2020,04/10/2020,Dallas
Texas,,,,,,,,03/26/2020,Pappadeaux Seafood Kitchen 07,Dallas,Dallas County WDA,180.0,03/16/2020,04/09/2020,Richardson
Texas,,,,,,,,03/26/2020,Pappadeaux Seafood Kitchen 32,Harris,Gulf Coast WDA,78.0,03/22/2020,04/13/2020,Houston
Texas,,,,,,,,03/26/2020,Pappas Catering Austin,Travis,Capital Area WDA,17.0,03/24/2020,04/09/2020,Austin
Texas,,,,,,,,03/26/2020,Cinemark Montana 14,El Paso,Borderplexjobs WDA,74.0,03/26/2020,05/04/2020,El Paso
Texas,,,,,,,,03/26/2020,Pappasito's 09,Travis,Capital Area WDA,128.0,03/16/2020,04/09/2020,Austin
Texas,,,,,,,,03/26/2020,Pappadeaux Seafood Kitchen 09,Harris,Gulf Coast WDA,184.0,03/16/2020,04/13/2020,Houston
Texas,,,,,,,,03/26/2020,Pappadeaux Seafood Kitchen 12,Bexar,Alamo WDA,213.0,03/25/2020,04/08/2020,San Antonio
Texas,,,,,,,,03/26/2020,Cinemark West,El Paso,Borderplexjobs WDA,66.0,03/26/2020,05/04/2020,El Paso
Texas,,,,,,,,03/26/2020,Pappadeaux Seafood Kitchen 1,Harris,Gulf Coast WDA,95.0,03/21/2020,04/13/2020,Houston
Texas,,,,,,,,03/26/2020,Pappadeaux Seafood Kitchen 39,Travis,Capital Area WDA,123.0,03/17/2020,04/09/2020,Austin
Texas,,,,,,,,03/26/2020,Pappadeaux Seafood Kitchen 05,Harris,Gulf Coast WDA,178.0,03/16/2020,04/13/2020,Stafford
Texas,,,,,,,,03/26/2020,Pappadeaux Seafood Kitchen 06,Dallas,Dallas County WDA,146.0,03/22/2020,04/09/2020,Dallas
Texas,,,,,,,,03/26/2020,Pappasito's 13,Dallas,Dallas County WDA,121.0,03/16/2020,04/10/2020,Dallas
Texas,,,,,,,,03/26/2020,Pappadeaux Seafood Kitchen 16,Tarrant,Tarrant County WDA,186.0,03/17/2020,04/13/2020,Fort Worth
Texas,,,,,,,,03/26/2020,Pappadeaux Seafood Kitchen 18,Tarrant,Tarrant County WDA,90.0,03/21/2020,04/13/2020,Bedford
Texas,,,,,,,,03/26/2020,Pappadeaux Seafood Kitchen 36,Tarrant,Tarrant County WDA,154.0,,04/13/2020,Grapevine
Texas,,,,,,,,03/26/2020,Pappadeaux Seafood Kitchen 29,Dallas,Dallas County WDA,161.0,03/16/2020,04/10/2020,Duncanville
Texas,,,,,,,,03/26/2020,Pappadeaux Seafood Kitchen 41,Harris,Gulf Coast WDA,113.0,03/17/2020,04/14/2020,Houston
Texas,,,,,,,,03/26/2020,Pappadeaux Seafood Kitchen 37,Harris,Gulf Coast WDA,140.0,03/16/2020,04/14/2020,Houston
Texas,,,,,,,,03/26/2020,Cinemark Movie Bistro,El Paso,Borderplexjobs WDA,35.0,03/26/2020,05/04/2020,El Paso
Texas,,,,,,,,03/26/2020,Pappadeaux Seafood Kitchen 02,Harris,Gulf Coast WDA,100.0,03/16/2020,04/13/2020,Houston
Texas,,,,,,,,03/26/2020,Pappadeaux Seafood Kitchen 08,Tarrant,Tarrant County WDA,155.0,03/18/2020,04/13/2020,Arlington
Texas,,,,,,,,03/26/2020,Pappadeaux Seafood Kitchen 40,Bexar,Alamo WDA,231.0,03/25/2020,04/08/2020,San Antonio
Texas,,,,,,,,03/26/2020,Cinemark Abilene,Jones,West Central WDA,36.0,03/26/2020,05/04/2020,Abilene
Texas,,,,,,,,03/26/2020,Pappasito's 05,Dallas,Dallas County WDA,116.0,03/16/2020,04/10/2020,Richardson
Texas,,,,,,,,03/26/2020,Pappadeaux Seafood Kitchen 28,Harris,Gulf Coast WDA,74.0,03/19/2020,04/13/2020,Houston
Texas,,,,,,,,03/26/2020,Cielo Vista Mall 14,El Paso,Borderplexjobs WDA,53.0,03/26/2020,05/04/2020,El Paso
Texas,,,,,,,,03/26/2020,Pappadeaux Seafood Kitchen 21,Collin,North Central Texas WDA,165.0,03/16/2020,04/10/2020,Dallas
Texas,,,,,,,,03/26/2020,Pappas Catering San Antonio,Bexar,Alamo WDA,27.0,03/24/2020,04/08/2020,San Antonio
Texas,,,,,,,,03/26/2020,Pappasito's 16,Tarrant,Tarrant County WDA,127.0,03/18/2020,04/13/2020,Arlington
Texas,,,,,,,,03/26/2020,Pappas Delta Blues - Houston,Harris,Gulf Coast WDA,97.0,03/21/2020,04/21/2020,Webster
Texas,,,,,,,,03/26/2020,Cornerstone Community-Weatherford,Parker,North Central Texas WDA,4.0,05/29/2020,05/04/2020,Weatherford
Texas,,,,,,,,03/26/2020,Cornerstone Community-Mulberry,Wise,North Central Texas WDA,7.0,05/29/2020,05/04/2020,Decatur
Texas,,,,,,,,03/26/2020,Cornerstone Community-Mineral Wells,Palo Pinto,North Central Texas WDA,10.0,05/29/2020,05/04/2020,Mineral Wells
Texas,,,,,,,,03/26/2020,Cornerstone Community-Boyd,Wise,North Central Texas WDA,4.0,05/29/2020,05/04/2020,Boyd
Texas,,,,,,,,03/26/2020,Cornerstone Community-Decatur,Wise,North Central Texas WDA,2.0,05/29/2020,05/04/2020,Decatur
Texas,,,,,,,,03/26/2020,Pappasito's 03,Fort Bend,Gulf Coast WDA,135.0,03/16/2020,04/14/2020,Sugarland
Texas,,,,,,,,03/26/2020,Tinseltown Lubbock,Lubbock,South Plains WDA,67.0,03/26/2020,05/01/2020,Lubbock
Texas,,,,,,,,03/26/2020,Cinemark Pharr 16,Hidalgo,Lower Rio Grande Valley WDA,54.0,03/26/2020,04/29/2020,Pharr
Texas,,,,,,,,03/26/2020,Pappas Burger 1,Harris,Gulf Coast WDA,90.0,03/16/2020,04/21/2020,Houston
Texas,,,,,,,,03/26/2020,Cinemark - Allen 16,Collin,North Central Texas WDA,53.0,03/26/2020,05/04/2020,Allen
Texas,,,,,,,,03/26/2020,Movies 12  Texas City,Galveston,Gulf Coast WDA,26.0,03/26/2020,04/29/2020,Texas City
Texas,,,,,,,,03/26/2020,Tinseltown Jacinto City,Harris,Gulf Coast WDA,50.0,03/26/2020,04/29/2020,Houston
Texas,,,,,,,,03/26/2020,Ridgmar 13,Tarrant,Tarrant County WDA,56.0,03/26/2020,05/04/2020,Fort Worth
Texas,,,,,,,,03/26/2020,Tinseltown The Woodlands,Montgomery,Gulf Coast WDA,71.0,03/26/2020,04/29/2020,The Woodlands
Texas,,,,,,,,03/26/2020,Cinemark San Antonio 16,Bexar,Alamo WDA,21.0,03/26/2020,04/24/2020,San Antonio
Texas,,,,,,,,03/26/2020,Tinseltown USA 290,Harris,Gulf Coast WDA,78.0,03/26/2020,04/29/2020,Houston
Texas,,,,,,,,03/26/2020,Cinemark 14 Wichita Falls,Archer,North Texas WDA,46.0,03/26/2020,04/29/2020,Wichita Falls
Texas,,,,,,,,03/26/2020,Pappas Bar-B-Q 14,Harris,Gulf Coast WDA,40.0,03/16/2020,04/20/2020,Houston
Texas,,,,,,,,03/26/2020,Pappas Bros. Steakhouse 3,Harris,Gulf Coast WDA,94.0,03/17/2020,04/21/2020,Houston
Texas,,,,,,,,03/26/2020,Cinemark Frisco Square,Collin,North Central Texas WDA,64.0,03/26/2020,05/04/2020,Frisco
Texas,,,,,,,,03/26/2020,Pappas Bar-B-Q 15,Harris,Gulf Coast WDA,19.0,03/20/2020,04/20/2020,Houston
Texas,,,,,,,,03/26/2020,Movies 14 McKinney,Collin,North Central Texas WDA,45.0,03/26/2020,05/04/2020,McKinney
Texas,,,,,,,,03/26/2020,Pappas Bar-B-Q 19,Harris,Gulf Coast WDA,29.0,03/16/2020,04/20/2020,Houston
Texas,,,,,,,,03/26/2020,Pappas Bar-B-Q 20,Harris,Gulf Coast WDA,40.0,03/16/2020,04/20/2020,Houston
Texas,,,,,,,,03/26/2020,Pappas Bar-B-Q 21,Harris,Gulf Coast WDA,17.0,03/16/2020,04/21/2020,Houston
Texas,,,,,,,,03/26/2020,CUT! by Cinemark,Collin,North Central Texas WDA,172.0,03/26/2020,05/04/2020,Frisco
Texas,,,,,,,,03/26/2020,Cinemark West Plano,Collin,North Central Texas WDA,165.0,03/26/2020,05/04/2020,Plano
Texas,,,,,,,,03/26/2020,Pappas Bar-B-Q 22,Harris,Gulf Coast WDA,40.0,03/16/2020,04/21/2020,Houston
Texas,,,,,,,,03/26/2020,Cinema 6 Cleburn,Johnson,North Central Texas WDA,15.0,03/26/2020,05/04/2020,Cleburne
Texas,,,,,,,,03/26/2020,Subway - (Pappas HOU Airport),Harris,Gulf Coast WDA,85.0,03/16/2020,04/22/2020,Houston
Texas,,,,,,,,03/26/2020,Cinema 6 Stephenville,Erath,North Central Texas WDA,20.0,03/26/2020,05/04/2020,Stephenville
Texas,,,,,,,,03/26/2020,Cinemark Central Plano,Collin,North Central Texas WDA,52.0,03/26/2020,05/04/2020,Plano
Texas,,,,,,,,03/26/2020,Pappas Bros. Steakhouse 1,Harris,Gulf Coast WDA,110.0,03/21/2020,04/21/2020,Houston
Texas,,,,,,,,03/26/2020,Cinemark 15 @ Vista,Denton,North Central Texas WDA,39.0,03/26/2020,05/04/2020,Lewisville
Texas,,,,,,,,03/26/2020,Cinemark 14 Roanoke,Denton,Tarrant County WDA,69.0,03/26/2020,05/04/2020,Roanoke
Texas,,,,,,,,03/26/2020,Cinemark 14 Denton,Denton,North Central Texas WDA,52.0,03/26/2020,05/04/2020,Denton
Texas,,,,,,,,03/26/2020,Cinemark 14 Cedar Hill,Dallas,Dallas County WDA,29.0,03/26/2020,05/04/2020,Cedar Hill
Texas,,,,,,,,03/26/2020,Cinemark (The Legacy),Collin,North Central Texas WDA,96.0,03/26/2020,05/04/2020,Plano
Texas,,,,,,,,03/26/2020,Main Place 6,Hidalgo,Lower Rio Grande Valley WDA,17.0,03/26/2020,04/29/2020,McAllen
Texas,,,,,,,,03/26/2020,Pappas Bar-B-Q 23,Harris,Gulf Coast WDA,47.0,03/17/2020,04/21/2020,Pasadena
Texas,,,,,,,,03/26/2020,Barry's Pizza (Pappas),Harris,Gulf Coast WDA,23.0,03/16/2020,04/22/2020,Houston
Texas,,,,,,,,03/26/2020,Dot Coffee Shop (Pappas -Woodridge),Harris,Gulf Coast WDA,88.0,03/20/2020,04/22/2020,Houston
Texas,,,,,,,,03/26/2020,Dot Coffee Shop (Pappas -Federal),Harris,Gulf Coast WDA,80.0,03/20/2020,04/22/2020,Houston
Texas,,,,,,,,03/26/2020,Yia Yia Mary's Greek Kitchen (Pappas - San Felipe),Harris,Gulf Coast WDA,83.0,03/21/2020,04/22/2020,Houston
Texas,,,,,,,,03/26/2020,Yia Yia Mary's Greek Kitchen (Pappas - Airport),Harris,Gulf Coast WDA,18.0,03/16/2020,04/22/2020,Houston
Texas,,,,,,,,03/26/2020,Chick-fll-A (Pappas),Harris,Gulf Coast WDA,33.0,03/16/2020,04/22/2020,Houston
Texas,,,,,,,,03/26/2020,Dunkin Donuts/Baskin Robbins (Pappas),Harris,Gulf Coast WDA,23.0,03/16/2020,04/22/2020,Houston
Texas,,,,,,,,03/26/2020,Gordon's Galley (Pappas),Harris,Gulf Coast WDA,24.0,03/16/2020,04/22/2020,Houston
Texas,,,,,,,,03/26/2020,Cinemark Edinburg,Hidalgo,Lower Rio Grande Valley WDA,64.0,03/26/2020,04/29/2020,Edinburg
Texas,,,,,,,,03/26/2020,Ruby's (Pappas),Harris,Gulf Coast WDA,87.0,03/20/2020,04/22/2020,Houston
Texas,,,,,,,,03/26/2020,Pappas Seafood House (NASA),Harris,Gulf Coast WDA,149.0,03/17/2020,04/22/2020,Webster
Texas,,,,,,,,03/26/2020,Pappas Restaurants Corporate,Harris,Gulf Coast WDA,124.0,03/20/2020,04/23/2020,Houston
Texas,,,,,,,,03/26/2020,Pappas Distribution/Trades Offices - 1,Harris,Gulf Coast WDA,129.0,03/27/2020,04/23/2020,Houston
Texas,,,,,,,,03/26/2020,Pappas Distribution/Trades Offices - 2,Harris,Gulf Coast WDA,23.0,03/27/2020,04/23/2020,Houston
Texas,,,,,,,,03/26/2020,Pappas Distribution/Trades Offices - 3,Harris,Gulf Coast WDA,60.0,03/27/2020,04/23/2020,Houston
Texas,,,,,,,,03/26/2020,Pappas Bread and Dessert Bakeries,Harris,Gulf Coast WDA,99.0,03/11/2020,04/23/2020,Houston
Texas,,,,,,,,03/26/2020,Pappas Pappas Bar-B-Q Catering,Harris,Gulf Coast WDA,20.0,03/24/2020,04/23/2020,Houston
Texas,,,,,,,,03/26/2020,Pappas Catering Houston,Harris,Gulf Coast WDA,25.0,03/24/2020,04/23/2020,Houston
Texas,,,,,,,,03/26/2020,Pappas Confectionary/ Delivery,Harris,Gulf Coast WDA,107.0,03/25/2020,04/23/2020,Houston
Texas,,,,,,,,03/26/2020,Hunan (Pappas),Harris,Gulf Coast WDA,19.0,03/16/2020,04/22/2020,Houston
Texas,,,,,,,,03/26/2020,Movies 4,Howard,Permian Basin WDA,11.0,03/26/2020,04/30/2020,Big Spring
Texas,,,,,,,,03/26/2020,Movies 10 Weslaco,Hidalgo,Lower Rio Grande Valley WDA,32.0,03/26/2020,04/30/2020,Weslaco
Texas,,,,,,,,03/26/2020,Movies 17,Hidalgo,Gulf Coast WDA,28.0,03/26/2020,04/30/2020,McAllen
Texas,,,,,,,,03/26/2020,Little Pappas Seafood House,Harris,Gulf Coast WDA,52.0,03/21/2020,04/21/2020,Houston
Texas,,,,,,,,03/26/2020,Town Centre Cinema 6,Hale,South Plains WDA,12.0,03/26/2020,05/01/2020,Plainview
Texas,,,,,,,,03/26/2020,Movies 16,Lubbock,South Plains WDA,30.0,03/26/2020,05/01/2020,Lubbock
Texas,,,,,,,,03/26/2020,Cinemark Cedar Park 12,Williamson,Rural Capital WDA,72.0,03/26/2020,04/30/2020,Cedar Park
Texas,,,,,,,,03/26/2020,Pappas Burger 2,Harris,Gulf Coast WDA,112.0,03/26/2020,04/21/2020,Houston
Texas,,,,,,,,03/26/2020,Tinseltown USA Beaumont,Jefferson,South East Texas WDA,68.0,03/26/2020,04/30/2020,Beaumont
Texas,,,,,,,,03/26/2020,Pappas Shrimp Shack,Harris,Gulf Coast WDA,46.0,03/20/2020,04/22/2020,Houston
Texas,,,,,,,,03/26/2020,Cinemark 14 Round Rock,Williamson,Rural Capital WDA,52.0,03/26/2020,04/30/2020,Round Rock
Texas,,,,,,,,03/26/2020,Mall de Las Aguilas 7,Maverick,Middle Rio Grande WDA,23.0,03/26/2020,04/30/2020,Eagle Pass
Texas,,,,,,,,03/26/2020,Century 12 Odessa,Ector,Permian Basin WDA,24.0,03/26/2020,04/30/2020,Odessa
Texas,,,,,,,,03/26/2020,Hollywood USA - Amarillo,Potter,Panhandle WDA,35.0,03/26/2020,04/30/2020,Amarillo
Texas,,,,,,,,03/26/2020,Movies 8 Paris,Lamar,North East Texas WDA,15.0,03/26/2020,04/30/2020,Paris
Texas,,,,,,,,03/26/2020,Cinemark 14 Texarkana,Bowie,North East Texas WDA,48.0,03/26/2020,04/30/2020,Texarkana
Texas,,,,,,,,03/26/2020,Movies 8 Del Rio,Val Verde,Middle Rio Grande WDA,21.0,03/26/2020,04/30/2020,Del Rio
Texas,,,,,,,,03/26/2020,Pappas Seafood House (FM 1960),Harris,Gulf Coast WDA,152.0,03/16/2020,04/22/2020,Humble
Texas,,,,,,,,03/26/2020,Tinseltown Mission,Hidalgo,Lower Rio Grande Valley WDA,23.0,03/26/2020,04/30/2020,Mission
Texas,,,,,,,,03/26/2020,Cinemark Rockwall 14 and XD,Rockwall,North Central Texas WDA,54.0,03/26/2020,05/04/2020,Rockwall
Texas,,,,,,,,03/26/2020,Movies 8 Round Rock,Williamson,Rural Capital WDA,23.0,03/26/2020,04/30/2020,Round Rock
Texas,,,,,,,,03/26/2020,Pappas Bar-B-Q 06,Harris,Gulf Coast WDA,39.0,03/16/2020,04/15/2020,Houston
Texas,,,,,,,,03/26/2020,Cinemark Southpark Meadows,Travis,Capital Area WDA,58.0,03/26/2020,04/28/2020,Austin
Texas,,,,,,,,03/26/2020,Fossil Group,Dallas,Dallas County WDA,222.0,03/30/2020,03/30/2020,Dallas
Texas,,,,,,,,03/26/2020,Kirchhoff Automotive,Dallas,Dallas County WDA,148.0,03/20/2020,03/27/2020,Garland
Texas,,,,,,,,03/26/2020,Hollywood USA Movies 15,Dallas,Dallas County WDA,20.0,03/26/2020,04/28/2020,Garland
Texas,,,,,,,,03/26/2020,Pappas Bar-B-Q 02,Harris,Gulf Coast WDA,50.0,03/16/2020,04/15/2020,Houston
Texas,,,,,,,,03/26/2020,Cinemark Grand Prairie,Dallas,Dallas County WDA,54.0,03/26/2020,04/28/2020,Grand Prairie
